program_id,task_id,pattern_label,consensus_source
54978258,abc343_c,brute_force_implementation,claude-codex-blinded-agreement
54461819,abc345_d,brute_force_implementation,claude-codex-blinded-agreement
52899692,abc345_e,dynamic_programming,claude-codex-blinded-agreement
55019091,abc346_b,sliding_window,claude-codex-blinded-agreement
54740445,abc346_d,dynamic_programming,claude-codex-blinded-agreement
53286789,abc346_f,binary_search,claude-codex-blinded-agreement
52760025,abc347_f,prefix_sums,claude-codex-blinded-agreement
54918141,abc349_b,sorting_based,claude-codex-blinded-agreement
53462819,abc349_f,dynamic_programming,claude-codex-blinded-agreement
54968121,abc351_c,simulation,claude-codex-blinded-agreement
54769975,abc355_d,intervals,claude-codex-blinded-agreement
54957150,abc356_b,brute_force_implementation,claude-codex-blinded-agreement
55144138,abc356_c,brute_force_implementation,claude-codex-blinded-agreement
55140371,abc360_e,dynamic_programming,claude-codex-blinded-agreement
34050152,agc058_b,dynamic_programming,claude-codex-blinded-agreement
37547592,agc060_b,greedy,claude-codex-blinded-agreement
38852158,agc061_a,outside_vocabulary,claude-codex-blinded-agreement
41610915,agc062_c,intervals,claude-codex-blinded-agreement
40706832,arc128_b,brute_force_implementation,claude-codex-blinded-agreement
27510550,arc128_e,greedy,claude-codex-blinded-agreement
27576444,arc130_f,outside_vocabulary,claude-codex-blinded-agreement
44219174,arc132_b,brute_force_implementation,claude-codex-blinded-agreement
44249322,arc133_d,dynamic_programming,claude-codex-blinded-agreement
43694743,arc135_a,dynamic_programming,claude-codex-blinded-agreement
29324173,arc135_d,greedy,claude-codex-blinded-agreement
36890038,arc136_b,outside_vocabulary,claude-codex-blinded-agreement
44650081,arc137_b,dynamic_programming,claude-codex-blinded-agreement
43171788,arc138_a,binary_search,claude-codex-blinded-agreement
39342455,arc139_b,brute_force_implementation,claude-codex-blinded-agreement
31456138,arc139_c,brute_force_implementation,claude-codex-blinded-agreement
31727307,arc140_d,dynamic_programming,claude-codex-blinded-agreement
38039113,arc141_b,dynamic_programming,claude-codex-blinded-agreement
39176273,arc144_a,greedy,claude-codex-blinded-agreement
41927392,arc144_b,binary_search,claude-codex-blinded-agreement
41500955,arc146_b,greedy,claude-codex-blinded-agreement
43234248,arc148_b,brute_force_implementation,claude-codex-blinded-agreement
43012792,arc149_a,brute_force_implementation,claude-codex-blinded-agreement
44901492,arc151_a,greedy,claude-codex-blinded-agreement
37067201,arc152_b,binary_search,claude-codex-blinded-agreement
43165491,arc153_b,simulation,claude-codex-blinded-agreement
43019650,arc157_a,brute_force_implementation,claude-codex-blinded-agreement
42828291,arc157_b,greedy,claude-codex-blinded-agreement
39194356,arc157_d,prefix_sums,claude-codex-blinded-agreement
39201856,arc157_e,dynamic_programming,claude-codex-blinded-agreement
41991860,arc159_a,graph_traversal_dfs_bfs,claude-codex-blinded-agreement
45431609,arc159_b,outside_vocabulary,claude-codex-blinded-agreement
40431476,arc159_d,outside_vocabulary,claude-codex-blinded-agreement
43405529,arc160_a,outside_vocabulary,claude-codex-blinded-agreement
45802611,arc162_c,graph_traversal_dfs_bfs,claude-codex-blinded-agreement
43944210,arc163_b,sorting_based,claude-codex-blinded-agreement
43438224,arc164_e,dynamic_programming,claude-codex-blinded-agreement
50502972,arc167_b,outside_vocabulary,claude-codex-blinded-agreement
54960940,arc170_a,greedy,claude-codex-blinded-agreement
50018799,arc171_d,dynamic_programming,claude-codex-blinded-agreement
50474956,arc172_b,brute_force_implementation,claude-codex-blinded-agreement
54010856,arc173_a,binary_search,claude-codex-blinded-agreement
51134374,arc173_e,outside_vocabulary,claude-codex-blinded-agreement
54196806,arc174_a,dynamic_programming,claude-codex-blinded-agreement
51898575,arc175_a,simulation,claude-codex-blinded-agreement
53001483,arc175_c,intervals,claude-codex-blinded-agreement
53706270,arc177_a,greedy,claude-codex-blinded-agreement
53680716,arc178_d,dynamic_programming,claude-codex-blinded-agreement
55021276,arc180_c,dynamic_programming,claude-codex-blinded-agreement
